,usd_zar_logret_lag_1,usd_zar_logret_lag_2,platinum_logret_lag_1,Gold_logret_lag_2,Silver_logret_lag_2,Natural_Gas_logret_lag_1,Brent_Oil_logret_lag_1,Palladium_logret_lag_3,Lean_Hogs_logret_lag_1,Oats_logret_lag_4,RBOB_Gasoline_logret_lag_1,platinum_logret_roll_mean_10,platinum_logret_roll_std_10,Gold_logret_roll_mean_10,Gold_logret_roll_std_10,Silver_logret_roll_mean_10,Silver_logret_roll_std_10,Natural_Gas_logret_roll_mean_10,Natural_Gas_logret_roll_std_10,Brent_Oil_logret_roll_mean_10,Brent_Oil_logret_roll_std_10,Palladium_logret_roll_mean_10,Palladium_logret_roll_std_10,Lean_Hogs_logret_roll_mean_10,Lean_Hogs_logret_roll_std_10,Oats_logret_roll_mean_10,Oats_logret_roll_std_10,RBOB_Gasoline_logret_roll_mean_10,RBOB_Gasoline_logret_roll_std_10,gold_silver_spread,brent_wti_spread,platinum_palladium_spread,usd_zar_logret_roll_std_20,usd_zar_high_vol_flag,usd_zar_rsi_14,usd_zar_macd,usd_zar_bollinger_width_20,month_sin,month_cos
RBOB_Gasoline_logret_lag_1,-0.1592051043546893,0.003298252053626621,0.1790951903843072,-0.009780456133659993,-0.007854184474747849,0.16690296730604412,0.7219149590010081,-0.0213445123088184,0.04693766596598962,0.009846513811809144,1.0,0.08869552225242576,-0.004708745630446523,0.044390891749938925,-0.019357190037451597,0.06372209871287798,-0.018018367118862143,0.057132332317455736,-0.004966291938652355,0.22494714583511774,-0.018713467270139297,0.00946569415274862,-0.010523442719149637,0.0499011442069157,0.01485969809177875,0.03569989398491159,0.003329569794816183,0.30288500413137914,-0.018093433351491182,-0.15207382821675364,-0.11098910422911537,0.0024850540913980584,0.00454026014999448,0.017548654109030375,-0.0738880031317541,-0.030950874717540478,-0.0011903393691451627,0.06980763707695459,-0.007674944597031128
platinum_logret_roll_mean_10,-0.06491262651775402,-0.08203975645197673,0.31144183477735654,0.1405122886656745,0.18361379716901466,0.016718295964559978,0.08026362906762458,0.04957263510157844,0.07243378623514465,0.03356910267962348,0.08869552225242576,1.0,-0.10320636364360006,0.49457363860173836,-0.13718293482388627,0.5930875300258195,-0.14385521518782507,0.03144480716153584,0.045851126504475564,0.30066803027405586,-0.11346822820047989,0.12236302161912674,-0.03664924094930631,0.08447418622749316,0.03164501258129844,0.09514637912854328,-0.016787396060218653,0.2788256538200326,-0.09312892934309515,-0.1252435697085653,0.0037155345363310637,0.02345281652389868,-0.055152386569856944,-0.025415419504651933,-0.2843473370269591,-0.24269781957352204,-0.1244638843933674,0.07270847308378799,0.08738668400614875
platinum_logret_roll_std_10,0.021141809572675682,0.034376539088432294,-0.03286941697491124,-0.028783034787003094,-0.026568544845791357,0.0142119165239458,-0.009416556382233767,-0.013886676162076918,0.008399792634327947,-0.01329410557490813,-0.004708745630446523,-0.10320636364360006,1.0,-0.1074869051997588,0.25847523389222826,-0.11288792316698996,0.3468095014780956,-0.007035005534094778,0.1697740932097616,-0.1268471107150963,0.24750288899540202,-0.04953610898942589,0.04385076496751736,0.010967869363882514,0.11257892848252864,-0.05143288291396647,0.02445594911250573,-0.13375023454693838,0.21444430398929423,0.011691616127836521,-0.008474362250228623,0.0026074366056252555,0.0713365745583341,0.04665046684221259,0.1409483409700909,0.21468435330680685,0.13348487494962885,-0.00580943586948355,-0.01612328957956809
Gold_logret_roll_mean_10,-0.08980517498185456,-0.0982824745985351,0.16641209082027358,0.2962298798422092,0.2335918327299933,0.007559316806868149,0.04667602899103959,0.04633984107915077,-0.035453004218453425,0.023726116846244254,0.044390891749938925,0.49457363860173836,-0.1074869051997588,1.0,-0.1287131917546948,0.7691562011761935,-0.12430469954785041,0.033795254499788485,0.07952769660440216,0.17131414175894927,-0.007152260173796332,0.10649784405776994,-0.027941969379455672,-0.023821546804822413,0.027153516547205603,0.05643596332544314,-0.013088935730213943,0.12342380380222946,0.030891287991112112,-0.09950564951064729,-0.0007312193430828866,0.007888325503703277,-0.05899594884351099,-0.0236855358134096,-0.2699748898653137,-0.17637556399682883,-0.1300002929083266,0.0118002451121005,0.04754853029543474
Gold_logret_roll_std_10,0.020516056847978244,0.022687116525614857,-0.033166536407466564,-0.03976285127590391,-0.048064112908658044,-0.009562149718115134,-0.021033583005272853,-0.0018967926353883153,-0.035102637279193404,-0.016309455092891154,-0.019357190037451597,-0.13718293482388627,0.25847523389222826,-0.1287131917546948,1.0,-0.17901449105637596,0.734467246813817,-0.0460288859672323,0.06627332267158158,-0.14410944323015437,0.3206868974255909,-0.03816882240248869,0.20595326570026487,-0.040287166713181964,-0.025078211934316398,-0.07873471247438427,0.014808408909638351,-0.14488577020487683,0.2826943416476834,0.030536074556940324,-0.0017412634490564266,-0.015788074125480906,0.31131206016407725,0.17727803586517685,0.1093357893641626,0.15833647184592867,0.2531674894455006,0.021778510451805688,-0.00805014113502509
Silver_logret_roll_mean_10,-0.10146223421323136,-0.11587776289830364,0.1945884192102457,0.2245916084924379,0.3040001008489894,0.02495542754070428,0.08133593933066599,0.07503948844147923,0.015863107706987855,0.02919533022103453,0.06372209871287798,0.5930875300258195,-0.11288792316698996,0.7691562011761935,-0.17901449105637596,1.0,-0.19177057935959435,0.07089449629550854,0.0678220868318035,0.2860205418642828,-0.08431671618269362,0.1733579602227684,-0.048292173549987084,0.016636934092690243,0.0333435168342079,0.08227393171824658,-0.007146492389303668,0.22812801080989403,-0.05078215799942149,-0.26814808740721235,-0.0015230124237411665,0.0068073832783100315,-0.07788077870855169,-0.055493131045683666,-0.31612554616525307,-0.2284284501789987,-0.12896890994057478,0.013790759478308,0.05650320166512996
Silver_logret_roll_std_10,0.021107675369960666,0.029439267519904902,-0.0327534098617295,-0.03517027059810656,-0.05029173274854367,-0.013384551815856393,-0.02231412517584817,0.0007930701512836658,-0.01097188809151102,-0.01534622955229459,-0.018018367118862143,-0.14385521518782507,0.3468095014780956,-0.12430469954785041,0.734467246813817,-0.19177057935959435,1.0,-0.03885796534851731,0.04309834279594504,-0.14935276178388132,0.27876328155860713,-0.028268877753953526,0.10381850074558514,-0.009995772335456241,0.0008624479158232894,-0.08302014601401683,-0.0005843719841937997,-0.15433968877128879,0.2309889445380468,0.04719570085679795,-0.0006909294992096772,-0.010360111295010735,0.29624110166648754,0.12464714978665895,0.11324531711460746,0.1679574229678125,0.2520023525629169,-0.04205145778924414,0.018416013246845827
Natural_Gas_logret_roll_mean_10,-0.005399042209184486,-0.011113171183395389,0.0011174457227687363,0.021315333934659973,0.029722232509558844,0.30829106214195223,0.07017288694833017,-0.006206806153891779,0.041549665019384854,0.008434482024546533,0.057132332317455736,0.03144480716153584,-0.007035005534094778,0.033795254499788485,-0.0460288859672323,0.07089449629550854,-0.03885796534851731,1.0,0.11541013756067353,0.19236097065942367,-0.050079759018741794,-0.03365601559647952,-0.016362834355461948,0.026488144414137223,0.045203976297530375,0.03444143872260657,0.02765125883008354,0.17525647302788144,-0.02176271916250846,-0.0143682714983454,-0.010346146134942034,-0.014618982144184325,-0.011895568989644131,0.01704190126005874,-0.04211078074545242,-0.03291135948309607,0.031742882218061666,-0.059995421474980944,-0.033082385780268744
Natural_Gas_logret_roll_std_10,-0.014795013213870615,-0.009372969715475686,0.022503774984646546,0.017192447268949303,0.026909935345801016,0.013385230428895513,-0.017705509264297502,-0.00041869549570995986,0.033355032286058614,0.015398829535665574,-0.004966291938652355,0.045851126504475564,0.1697740932097616,0.07952769660440216,0.06627332267158158,0.0678220868318035,0.04309834279594504,0.11541013756067353,1.0,-0.0548910562151829,0.1511957573831121,0.001879356944710399,0.10244282710498316,0.03180047170019859,-0.07555059070040647,0.03838591324736179,0.03757410290978206,-0.04276953228631422,0.1278430663846751,-0.012601529088962607,-0.005947834701085939,0.015960306388610297,0.032382682000636216,0.07347024593524226,-0.02448008378988183,0.003541026476854641,0.006305336934290767,-0.036517280594768116,0.24198845829564006
Brent_Oil_logret_roll_mean_10,-0.05891368476447072,-0.06620993608424545,0.11000259253447314,0.04986767245735385,0.09279192876143581,0.04525865934147996,0.295803621819373,0.019786253457634566,0.08650351312353201,0.01889176728937164,0.22494714583511774,0.30066803027405586,-0.1268471107150963,0.17131414175894927,-0.14410944323015437,0.2860205418642828,-0.14935276178388132,0.19236097065942367,-0.0548910562151829,1.0,-0.2205575913001654,0.034260779792797395,-0.029934039910150083,0.0982959389250127,0.028050621965201188,0.06913111648551218,-0.022017890646528898,0.7981378821712042,-0.20806882421072811,-0.08688583572433542,0.03806854742553969,0.006546556684470008,0.011107646433985974,0.04585369566364279,-0.22075797803090627,-0.2213231627410793,-0.05214068359679853,0.08743426047325714,-0.061594505126135506
Brent_Oil_logret_roll_std_10,0.018344108724763865,0.02535932725837955,-0.022556740480124533,-0.0070126180105570465,-0.02044397681336055,-0.014098406838398822,-0.02353369512961329,-0.006164005190258844,-0.06624543528467035,-0.0012645961872442832,-0.018713467270139297,-0.11346822820047989,0.24750288899540202,-0.007152260173796332,0.3206868974255909,-0.08431671618269362,0.27876328155860713,-0.050079759018741794,0.1511957573831121,-0.2205575913001654,1.0,-0.02999099297549851,0.25381396192118505,-0.0820302573927654,0.14273480099207167,-0.012332973607485158,0.09336328184657257,-0.1790693139488568,0.7439111760658779,0.01182212038374466,-0.0210073264638972,-0.004956077047785546,0.351254719783842,0.258942821037357,0.12911055318119044,0.24608688266656467,0.3246078237654456,0.05184808334411395,0.041304507157669375
Palladium_logret_roll_mean_10,-0.03554725016842702,-0.05332249066758312,0.02941534387396884,0.026512662923356266,0.04946982699972116,-0.01098817886433749,0.018202743876327965,0.3477428964885249,0.004083494385253721,0.026691760859901614,0.00946569415274862,0.12236302161912674,-0.04953610898942589,0.10649784405776994,-0.03816882240248869,0.1733579602227684,-0.028268877753953526,-0.03365601559647952,0.001879356944710399,0.034260779792797395,-0.02999099297549851,1.0,-0.20952006991163788,0.010618055004149652,-0.04652883001074791,0.027355926475297807,-0.051877142498482944,0.02850152385065811,-0.04536425810588998,-0.03845943848024927,0.014489589238397643,-0.22385461798374595,-0.03923766062969695,-0.04663730921665455,-0.1043846013038948,-0.09238530208338039,-0.09395600619988173,-0.0010395408037332421,0.010258066936081613
Palladium_logret_roll_std_10,0.025692123541662323,0.03506261552778163,-0.005457653394210127,-0.004508353648433733,-0.021463807286721173,-0.00941505499573707,-0.014171286790230693,-0.053533296048812934,0.0029427752116133223,-0.018772841841043744,-0.010523442719149637,-0.03664924094930631,0.04385076496751736,-0.027941969379455672,0.20595326570026487,-0.048292173549987084,0.10381850074558514,-0.016362834355461948,0.10244282710498316,-0.029934039910150083,0.25381396192118505,-0.20952006991163788,1.0,0.008167607673057346,-0.017862551156074862,-0.01119402443018279,0.07003381005647956,-0.06383051888085182,0.24463352483693301,0.03196845447201627,-0.013841603890550993,0.007381603951050717,0.21357710692493856,0.17857497692040475,0.0981778161528054,0.09907820914401348,0.18810792649272545,0.026874940051048818,-0.0004396608581148556
Lean_Hogs_logret_roll_mean_10,-0.030536765892846093,-0.030714283411425604,0.027825634088125488,-0.003739387953198327,0.005120538608215916,0.002059667109415617,0.034059973810149934,0.004753535907386594,0.9266100052190555,0.007630223810481905,0.0499011442069157,0.08447418622749316,0.010967869363882514,-0.023821546804822413,-0.040287166713181964,0.016636934092690243,-0.009995772335456241,0.026488144414137223,0.03180047170019859,0.0982959389250127,-0.0820302573927654,0.010618055004149652,0.008167607673057346,1.0,-0.1655329583526667,0.02550660313684167,0.0513134669390748,0.14082579938658388,-0.11260645161478372,-0.009196713310149006,-0.025925974184285817,0.0028367464562940085,0.0162997897364152,-0.01438367303731961,-0.09862846950869704,-0.08899153364659444,-0.04307281874274742,0.41853838530906634,0.027116799379974684
Lean_Hogs_logret_roll_std_10,0.0007087748144569817,0.003842542793501957,0.01577483075923167,0.010128537338539485,0.005377279978474193,0.01841017548559137,0.016088073640152797,-0.013507581987861887,-0.14135318612139314,-0.013156101338734414,0.01485969809177875,0.03164501258129844,0.11257892848252864,0.027153516547205603,-0.025078211934316398,0.0333435168342079,0.0008624479158232894,0.045203976297530375,-0.07555059070040647,0.028050621965201188,0.14273480099207167,-0.04652883001074791,-0.017862551156074862,-0.1655329583526667,1.0,-0.026423459429894762,0.03737714287051053,0.027510123202361365,0.16047737490971553,0.00033180910467919426,-0.02301666155559378,0.008098532685484536,0.07696341278621949,0.10320909777361047,0.04997100707271369,0.14949687232924208,0.08301554654154457,-0.10298731057620836,-0.13334978902500322
Oats_logret_roll_mean_10,-0.01470342561035988,-0.015322600988205138,0.02779577797988496,0.009228026948508753,0.02340182133238888,0.01892082249065207,0.036972580314603515,-0.009196837955790004,0.026172853102760053,0.31973081828518485,0.03569989398491159,0.09514637912854328,-0.05143288291396647,0.05643596332544314,-0.07873471247438427,0.08227393171824658,-0.08302014601401683,0.03444143872260657,0.03838591324736179,0.06913111648551218,-0.012332973607485158,0.027355926475297807,-0.01119402443018279,0.02550660313684167,-0.026423459429894762,1.0,-0.11850738771434424,0.04155533814777792,0.008235929009749527,-0.030247732608196846,-0.006205291155407408,0.019549262883027264,-0.0933500820869078,0.0011742259744743418,-0.05408554093527867,-0.09316018836886436,-0.07598028589816624,-0.024344689276956228,0.040758503305044984
Oats_logret_roll_std_10,-0.005413324162607676,0.001997428190597156,-0.0027844558921143515,-0.004229309253411261,-0.0036401085413038303,-0.0008346385789837521,0.007631792495293555,0.013939479114167541,0.04187647408158552,-0.04505197299417385,0.003329569794816183,-0.016787396060218653,0.02445594911250573,-0.013088935730213943,0.014808408909638351,-0.007146492389303668,-0.0005843719841937997,0.02765125883008354,0.03757410290978206,-0.022017890646528898,0.09336328184657257,-0.051877142498482944,0.07003381005647956,0.0513134669390748,0.03737714287051053,-0.11850738771434424,1.0,-0.01353123423987687,0.10846109564619034,-0.004426525477566242,0.004589309966133317,-0.024632145645134863,0.146791477696439,0.07170151955745964,-0.024345757538281224,0.04050988365498042,0.16637616457753782,-0.029967391449569183,-0.042290736501979335
RBOB_Gasoline_logret_roll_mean_10,-0.05362101669084692,-0.05600009591759416,0.0763560583311291,0.030259287049720456,0.06755136682305557,0.04006737362723783,0.2350953463148782,0.012019782505659347,0.12866594917954466,0.006655414171928254,0.30288500413137914,0.2788256538200326,-0.13375023454693838,0.12342380380222946,-0.14488577020487683,0.22812801080989403,-0.15433968877128879,0.17525647302788144,-0.04276953228631422,0.7981378821712042,-0.1790693139488568,0.02850152385065811,-0.06383051888085182,0.14082579938658388,0.027510123202361365,0.04155533814777792,-0.01353123423987687,1.0,-0.1818966073791634,-0.07224592310384811,0.0011322128528774955,-0.009424276392752668,0.010557625189961582,0.030247023941816418,-0.18474957149450114,-0.18603104367418447,-0.0735318783859217,0.20725727941438707,-0.025316781302975558
RBOB_Gasoline_logret_roll_std_10,0.026824176668507903,0.02730968102079056,-0.013380297604345278,0.010388410768528172,-0.002032302702208275,-0.003401287835038824,-0.010840920421082104,-0.01688086643950146,-0.09970583761260962,0.009728486708436134,-0.018093433351491182,-0.09312892934309515,0.21444430398929423,0.030891287991112112,0.2826943416476834,-0.05078215799942149,0.2309889445380468,-0.02176271916250846,0.1278430663846751,-0.20806882421072811,0.7439111760658779,-0.04536425810588998,0.24463352483693301,-0.11260645161478372,0.16047737490971553,0.008235929009749527,0.10846109564619034,-0.1818966073791634,1.0,0.0015636903675999986,-0.022456328193971663,0.009468961511195846,0.2512171996242281,0.189872757124052,0.10256728824850135,0.22686276956441082,0.2561851058843964,-0.00230583020643502,0.03880589391446221
gold_silver_spread,0.2439473129325415,0.01679710769410434,-0.36165856356470616,-0.044015295249472515,0.024809107178470673,-0.039122795086080596,-0.19333724265120497,-0.027435697481570688,-0.015553998614585157,0.004598064462877109,-0.15207382821675364,-0.1252435697085653,0.011691616127836521,-0.09950564951064729,0.030536074556940324,-0.26814808740721235,0.04719570085679795,-0.0143682714983454,-0.012601529088962607,-0.08688583572433542,0.01182212038374466,-0.03845943848024927,0.03196845447201627,-0.009196713310149006,0.00033180910467919426,-0.030247732608196846,-0.004426525477566242,-0.07224592310384811,0.0015636903675999986,1.0,0.02369858555305113,-0.0022987751954806146,0.013764569745664567,0.016128943749585022,0.09480650952203977,0.019124227907469316,0.011618693826406823,-0.002858408668299839,-0.012664108777148096
brent_wti_spread,0.039574417829751886,-0.027920534356695188,-0.03801522628026981,0.0230446931125526,0.018735138239349258,-0.047277165658845925,0.039281816622958154,-0.0024955448962984115,-0.02115786070379675,-0.0029316875331464477,-0.11098910422911537,0.0037155345363310637,-0.008474362250228623,-0.0007312193430828866,-0.0017412634490564266,-0.0015230124237411665,-0.0006909294992096772,-0.010346146134942034,-0.005947834701085939,0.03806854742553969,-0.0210073264638972,0.014489589238397643,-0.013841603890550993,-0.025925974184285817,-0.02301666155559378,-0.006205291155407408,0.004589309966133317,0.0011322128528774955,-0.022456328193971663,0.02369858555305113,1.0,-0.026271726070830188,0.001189017222893335,-0.007270070229545456,-0.008379167693478675,-0.008262246499438583,0.0011750002514153998,-0.003452070621141509,0.004900899131197871
platinum_palladium_spread,-0.011080347953632493,0.03952970165950285,0.11793789810403746,0.005834207004471533,-0.0013300455509884462,-0.0026573761092853437,-0.01218136348486608,-0.004997286975692401,0.0026105638983071667,-0.008185508022471531,0.0024850540913980584,0.02345281652389868,0.0026074366056252555,0.007888325503703277,-0.015788074125480906,0.0068073832783100315,-0.010360111295010735,-0.014618982144184325,0.015960306388610297,0.006546556684470008,-0.004956077047785546,-0.22385461798374595,0.007381603951050717,0.0028367464562940085,0.008098532685484536,0.019549262883027264,-0.024632145645134863,-0.009424276392752668,0.009468961511195846,-0.0022987751954806146,-0.026271726070830188,1.0,0.003038257736785987,0.006726649451546983,0.004364968806696565,-0.00043910452756292244,0.005102550079517133,0.004580497695886647,0.006693940889302769
usd_zar_logret_roll_std_20,-0.0026385749624716357,0.010798389207270869,-0.00549448799482795,-0.012002266003148167,-0.019208461722265955,-0.002441261411022595,0.008422667652343766,-0.006235297280963198,0.020744378508680494,-0.02946897902808578,0.00454026014999448,-0.055152386569856944,0.0713365745583341,-0.05899594884351099,0.31131206016407725,-0.07788077870855169,0.29624110166648754,-0.011895568989644131,0.032382682000636216,0.011107646433985974,0.351254719783842,-0.03923766062969695,0.21357710692493856,0.0162997897364152,0.07696341278621949,-0.0933500820869078,0.146791477696439,0.010557625189961582,0.2512171996242281,0.013764569745664567,0.001189017222893335,0.003038257736785987,1.0,0.6446248277516181,0.12838047384739135,0.2759210104342744,0.6848916828486069,0.04207699689877766,0.05060066275970206
